th,lh1,lh2,lh3,lh4,lh5,ta,la1,la2,la3,la4,la5,diff
12.00, 1.06, 0.31, 2.85, 1.00, 0.40,10.00, 6.72, 1.01,-0.47,-0.95,-2.14, 2.00
15.00,-1.01, 1.05, 1.15, 0.95, 2.94,11.00, 3.45, 1.39,-1.84, 6.63, 2.14, 4.00
17.00, 0.22, 1.01, 0.64, 0.47, 0.46, 8.00,-1.09, 3.09, 0.52, 0.67,-3.56, 0.00
 2.00,-2.45, 0.95, 1.17, 0.92,-4.80, 4.00,-3.22,-6.72,-0.31,-0.67,-1.66, 3.00
 5.00,-3.31,-3.09, 4.66,-1.15,-6.63,13.00, 2.45,-3.33, 0.98, 1.06, 0.22,-2.00
 6.00, 0.77, 0.93, 0.93, 5.64,-0.22, 3.00,-0.22,-5.80,-4.66, 1.08, 1.28, 4.00
10.00,-3.68, 6.72, 1.01,-0.47,-0.95, 1.00, 1.16,-3.45, 1.70,-5.64, 4.80, 3.00
14.00, 1.09, 1.09, 0.43, 0.94, 0.76, 7.00, 3.31, 1.04,-0.89,-2.85, 1.66,-1.00
11.00,-1.20, 3.45, 1.39,-1.84, 6.63, 9.00, 1.23, 0.90, 0.84,-4.23, 0.99,-1.00
16.00, 0.84, 5.80, 1.37, 1.84,-0.46,15.00, 1.20,-1.01, 1.05, 1.15, 0.95, 2.00
18.00, 3.22, 3.33, 0.89, 4.23, 3.56,12.00, 3.68, 1.06, 0.31, 2.85, 1.00, 2.00
18.00, 4.70, 3.22, 3.33, 0.89, 4.23, 8.00, 3.15, 0.77, 0.93, 0.93, 5.64, 1.00
 1.00,-2.27, 1.16,-3.45, 1.70,-5.64,15.00,-5.20, 1.20,-1.01, 1.05, 1.15, 1.00
 7.00, 1.23,-1.09, 3.09, 0.52, 0.67,11.00, 2.27,-3.68, 6.72, 1.01,-0.47,-4.00
12.00,-4.70, 3.68, 1.06, 0.31, 2.85, 4.00, 1.02,-2.45, 0.95, 1.17, 0.92, 0.00
 3.00,-1.02,-3.22,-6.72,-0.31,-0.67,13.00,-0.43, 1.09, 1.09, 0.43, 0.94, 1.00
 2.00,-3.15,-0.22,-5.80,-4.66, 1.08, 6.00,-0.68,-1.20, 3.45, 1.39,-1.84, 0.00
14.00, 4.37, 2.45,-3.33, 0.98, 1.06,17.00, 5.20, 0.84, 5.80, 1.37, 1.84, 2.00
10.00, 0.68, 1.23, 0.90, 0.84,-4.23, 5.00,-4.37,-3.31,-3.09, 4.66,-1.15, 0.00
 9.00, 0.43, 3.31, 1.04,-0.89,-2.85,16.00, 0.80, 0.22, 1.01, 0.64, 0.47, 1.00
11.00, 3.36, 2.27,-3.68, 6.72, 1.01, 1.00, 0.86,-3.15,-0.22,-5.80,-4.66, 0.00
 3.00, 1.35, 1.02,-2.45, 0.95, 1.17,18.00, 4.05, 4.70, 3.22, 3.33, 0.89, 0.00
17.00,-1.37, 5.20, 0.84, 5.80, 1.37, 9.00, 1.50, 0.68, 1.23, 0.90, 0.84, 6.00
 5.00, 0.45,-4.37,-3.31,-3.09, 4.66, 4.00, 0.18,-1.02,-3.22,-6.72,-0.31, 1.00
 7.00,-4.05, 3.15, 0.77, 0.93, 0.93,10.00, 3.48, 0.43, 3.31, 1.04,-0.89, 1.00
16.00,-3.48, 0.80, 0.22, 1.01, 0.64, 2.00, 0.57,-2.27, 1.16,-3.45, 1.70, 0.00
 8.00, 1.13,-0.68,-1.20, 3.45, 1.39,14.00, 1.37, 4.37, 2.45,-3.33, 0.98, 1.00
15.00,-0.57,-5.20, 1.20,-1.01, 1.05, 6.00,-3.36, 1.23,-1.09, 3.09, 0.52, 2.00
13.00,-0.18,-0.43, 1.09, 1.09, 0.43,12.00, 0.69,-4.70, 3.68, 1.06, 0.31, 3.00
 7.00,-7.82, 1.50, 0.68, 1.23, 0.90,11.00, 1.53, 3.36, 2.27,-3.68, 6.72,-1.00
 4.00, 0.75, 1.35, 1.02,-2.45, 0.95, 8.00, 0.69,-4.05, 3.15, 0.77, 0.93, 1.00
18.00, 1.15, 4.05, 4.70, 3.22, 3.33,13.00, 1.98,-0.18,-0.43, 1.09, 1.09, 1.00
 5.00,-0.52,-3.36, 1.23,-1.09, 3.09, 2.00, 0.97, 0.57,-2.27, 1.16,-3.45,-2.00
 3.00,-0.89, 0.18,-1.02,-3.22,-6.72,17.00, 7.82,-1.37, 5.20, 0.84, 5.80,-6.00
14.00,-1.86, 1.37, 4.37, 2.45,-3.33,16.00, 0.99,-3.48, 0.80, 0.22, 1.01,-1.00
10.00,-0.69, 3.48, 0.43, 3.31, 1.04, 9.00, 1.86, 1.13,-0.68,-1.20, 3.45,-2.00
12.00,-1.98, 0.69,-4.70, 3.68, 1.06, 6.00, 0.89, 0.45,-4.37,-3.31,-3.09, 3.00
 1.00, 0.33, 0.86,-3.15,-0.22,-5.80,15.00, 0.52,-0.57,-5.20, 1.20,-1.01,-3.00
10.00, 2.78, 1.86, 1.13,-0.68,-1.20, 5.00,-1.18,-0.52,-3.36, 1.23,-1.09, 1.00
17.00, 3.22, 7.82,-1.37, 5.20, 0.84,12.00, 1.88,-1.98, 0.69,-4.70, 3.68, 1.00
 3.00, 1.18, 0.97, 0.57,-2.27, 1.16, 1.00,-2.79, 0.33, 0.86,-3.15,-0.22, 2.00
 8.00,-1.56, 0.69,-4.05, 3.15, 0.77, 2.00,-3.22,-0.89, 0.18,-1.02,-3.22,-2.00
16.00, 0.25, 0.99,-3.48, 0.80, 0.22, 7.00,-0.86,-7.82, 1.50, 0.68, 1.23,-1.00
15.00, 2.79, 0.52,-0.57,-5.20, 1.20,14.00,-0.25,-1.86, 1.37, 4.37, 2.45, 2.00
13.00,-5.23, 1.98,-0.18,-0.43, 1.09, 4.00, 1.56, 0.75, 1.35, 1.02,-2.45, 0.00
 6.00,-1.88, 0.89, 0.45,-4.37,-3.31,18.00, 5.23, 1.15, 4.05, 4.70, 3.22,-5.00
11.00, 0.86, 1.53, 3.36, 2.27,-3.68, 9.00,-2.78,-0.69, 3.48, 0.43, 3.31, 1.00
18.00, 3.74, 5.23, 1.15, 4.05, 4.70,12.00, 0.16, 0.86, 1.53, 3.36, 2.27, 0.00
 4.00, 1.12, 1.56, 0.75, 1.35, 1.02, 5.00,-3.74,-1.88, 0.89, 0.45,-4.37, 1.00
 2.00, 1.06,-3.22,-0.89, 0.18,-1.02,10.00, 4.51, 2.78, 1.86, 1.13,-0.68,-3.00
 1.00,-1.72,-2.79, 0.33, 0.86,-3.15, 3.00,-4.51,-1.18,-0.52,-3.36, 1.23,-1.00
14.00,-3.96,-0.25,-1.86, 1.37, 4.37, 6.00, 1.72, 1.18, 0.97, 0.57,-2.27,-2.00
 8.00,-0.16,-2.78,-0.69, 3.48, 0.43,17.00, 3.09, 3.22, 7.82,-1.37, 5.20,-1.00
13.00, 0.89,-5.23, 1.98,-0.18,-0.43, 7.00,-1.06,-1.56, 0.69,-4.05, 3.15,-3.00
11.00,-3.09, 1.88,-1.98, 0.69,-4.70,15.00,-0.27, 0.25, 0.99,-3.48, 0.80, 1.00
 9.00, 0.27,-0.86,-7.82, 1.50, 0.68,16.00, 3.96, 2.79, 0.52,-0.57,-5.20, 0.00
17.00, 1.59, 3.09, 3.22, 7.82,-1.37, 5.00, 6.31, 1.12, 1.56, 0.75, 1.35, 1.00
 3.00,-6.31,-3.74,-1.88, 0.89, 0.45,11.00,-0.55, 0.89,-5.23, 1.98,-0.18, 0.00
 6.00, 0.96, 1.72, 1.18, 0.97, 0.57, 7.00,-1.59,-0.16,-2.78,-0.69, 3.48, 0.00
 1.00,-0.25,-1.72,-2.79, 0.33, 0.86, 9.00, 0.94, 0.27,-0.86,-7.82, 1.50,-1.00
15.00,-0.42,-0.27, 0.25, 0.99,-3.48, 2.00,-1.10, 1.06,-3.22,-0.89, 0.18, 0.00
13.00, 0.32, 0.16, 0.86, 1.53, 3.36, 8.00, 0.55,-1.06,-1.56, 0.69,-4.05, 3.00
10.00, 1.10, 4.51, 2.78, 1.86, 1.13,18.00, 1.60, 3.74, 5.23, 1.15, 4.05,-2.00
 4.00, 0.25,-4.51,-1.18,-0.52,-3.36,12.00,-0.96,-3.96,-0.25,-1.86, 1.37, 0.00
16.00, 1.05, 3.96, 2.79, 0.52,-0.57,14.00, 0.42,-3.09, 1.88,-1.98, 0.69, 3.00
 4.00,-2.42, 6.31, 1.12, 1.56, 0.75,14.00, 2.38, 0.32, 0.16, 0.86, 1.53,-2.00
 2.00, 1.07,-1.10, 1.06,-3.22,-0.89, 6.00, 0.86, 0.96, 1.72, 1.18, 0.97,-1.00
 8.00,-2.38, 0.55,-1.06,-1.56, 0.69, 3.00, 1.27,-6.31,-3.74,-1.88, 0.89, 4.00
12.00, 0.76,-0.55, 0.89,-5.23, 1.98,15.00, 0.91,-0.42,-0.27, 0.25, 0.99, 0.00
18.00, 1.47, 1.60, 3.74, 5.23, 1.15,17.00, 2.42, 1.59, 3.09, 3.22, 7.82, 1.00
11.00,-6.12, 0.42,-3.09, 1.88,-1.98,10.00,-1.47, 1.10, 4.51, 2.78, 1.86, 2.00
 9.00, 0.53, 0.94, 0.27,-0.86,-7.82, 5.00, 1.05, 0.25,-4.51,-1.18,-0.52, 4.00
13.00, 0.94,-0.96,-3.96,-0.25,-1.86, 1.00,-0.53,-0.25,-1.72,-2.79, 0.33, 2.00
 7.00, 1.14,-1.59,-0.16,-2.78,-0.69,16.00, 6.12, 1.05, 3.96, 2.79, 0.52, 3.00
14.00, 0.72, 2.38, 0.32, 0.16, 0.86,11.00, 0.72, 0.76,-0.55, 0.89,-5.23, 3.00
17.00,-1.73, 2.42, 1.59, 3.09, 3.22, 8.00, 2.14,-2.38, 0.55,-1.06,-1.56, 0.00
 5.00,-1.54, 1.05, 0.25,-4.51,-1.18,12.00, 0.61,-6.12, 0.42,-3.09, 1.88, 1.00
 1.00,-0.22,-0.53,-0.25,-1.72,-2.79, 7.00, 3.82, 1.14,-1.59,-0.16,-2.78,-2.00
13.00, 0.22, 0.94,-0.96,-3.96,-0.25, 2.00,-0.38, 1.07,-1.10, 1.06,-3.22, 0.00
16.00,-3.82, 6.12, 1.05, 3.96, 2.79,18.00, 1.73, 1.47, 1.60, 3.74, 5.23,-1.00
 9.00,-0.61,-1.47, 1.10, 4.51, 2.78, 4.00,-0.72,-2.42, 6.31, 1.12, 1.56,-1.00
 6.00, 0.38, 0.86, 0.96, 1.72, 1.18,10.00, 1.54, 0.53, 0.94, 0.27,-0.86, 0.00
15.00, 1.26, 0.91,-0.42,-0.27, 0.25, 3.00,-2.14, 1.27,-6.31,-3.74,-1.88, 3.00
 7.00, 0.55, 2.14,-2.38, 0.55,-1.06, 9.00,-0.16,-0.61,-1.47, 1.10, 4.51, 0.00
18.00, 0.33, 1.73, 1.47, 1.60, 3.74,15.00, 4.62, 1.26, 0.91,-0.42,-0.27, 2.00
 3.00,-4.62,-2.14, 1.27,-6.31,-3.74,14.00, 4.12, 0.72, 2.38, 0.32, 0.16, 0.00
 2.00, 1.14,-0.38, 1.07,-1.10, 1.06, 1.00,-0.54,-0.22,-0.53,-0.25,-1.72,-1.00
10.00, 0.84, 1.54, 0.53, 0.94, 0.27,13.00, 0.87, 0.22, 0.94,-0.96,-3.96,-1.00
 8.00, 0.54, 3.82, 1.14,-1.59,-0.16, 5.00, 5.35,-1.54, 1.05, 0.25,-4.51, 0.00
11.00,-4.12, 0.72, 0.76,-0.55, 0.89,17.00, 1.37,-1.73, 2.42, 1.59, 3.09,-1.00
 4.00, 0.16,-0.72,-2.42, 6.31, 1.12,16.00,-0.33,-3.82, 6.12, 1.05, 3.96, 0.00
12.00,-5.35, 0.61,-6.12, 0.42,-3.09, 6.00, 1.17, 0.38, 0.86, 0.96, 1.72, 0.00
17.00, 0.75, 1.37,-1.73, 2.42, 1.59,14.00, 0.60, 4.12, 0.72, 2.38, 0.32, 2.00
 6.00, 0.82, 1.17, 0.38, 0.86, 0.96, 3.00, 1.47,-4.62,-2.14, 1.27,-6.31, 3.00
 5.00, 0.85, 5.35,-1.54, 1.05, 0.25, 7.00, 1.17, 0.55, 2.14,-2.38, 0.55, 0.00
10.00,-0.28, 0.84, 1.54, 0.53, 0.94, 8.00, 1.14, 0.54, 3.82, 1.14,-1.59,-1.00
 1.00, 1.01,-0.54,-0.22,-0.53,-0.25,18.00, 6.06, 0.33, 1.73, 1.47, 1.60,-3.00
13.00, 0.28, 0.87, 0.22, 0.94,-0.96,12.00, 1.15,-5.35, 0.61,-6.12, 0.42, 1.00
15.00,-6.06, 4.62, 1.26, 0.91,-0.42, 4.00, 1.62, 0.16,-0.72,-2.42, 6.31, 0.00
16.00, 0.48,-0.33,-3.82, 6.12, 1.05, 2.00,-1.01, 1.14,-0.38, 1.07,-1.10, 4.00
 9.00, 0.83,-0.16,-0.61,-1.47, 1.10,11.00,-0.75,-4.12, 0.72, 0.76,-0.55, 2.00
 4.00, 0.89, 1.62, 0.16,-0.72,-2.42, 5.00, 1.05, 0.85, 5.35,-1.54, 1.05, 1.00
18.00, 1.87, 6.06, 0.33, 1.73, 1.47, 7.00, 3.40, 0.82, 1.17, 0.38, 0.86, 4.00
 3.00,-3.40, 1.47,-4.62,-2.14, 1.27,17.00, 1.70, 0.75, 1.37,-1.73, 2.42,-3.00
12.00,-0.74, 1.15,-5.35, 0.61,-6.12, 1.00,-1.87, 1.01,-0.54,-0.22,-0.53, 1.00
 2.00,-4.51,-1.01, 1.14,-0.38, 1.07, 8.00,-0.29,-0.28, 0.84, 1.54, 0.53, 2.00
 6.00, 0.96, 1.17, 0.55, 2.14,-2.38,15.00, 1.07,-6.06, 4.62, 1.26, 0.91,-3.00
 9.00, 0.29, 1.14, 0.54, 3.82, 1.14,14.00, 0.74, 0.28, 0.87, 0.22, 0.94,-3.00
13.00,-1.70, 0.60, 4.12, 0.72, 2.38,11.00, 1.79, 0.83,-0.16,-0.61,-1.47, 1.00
10.00,-1.79,-0.75,-4.12, 0.72, 0.76,16.00, 4.51, 0.48,-0.33,-3.82, 6.12,-1.00
16.00, 0.16, 2.64,-1.68, 0.89, 0.17, 9.00,-1.24, 0.87, 1.07,-1.38,-0.78,-1.00
12.00,-0.95,-0.91, 2.14, 0.53, 0.22, 4.00, 1.13,-5.56, 0.41, 1.38,-2.34, 1.00
11.00,-0.97,-0.28, 0.92, 0.86, 0.24, 8.00,-0.16,-4.12, 1.48,-0.51, 0.55, 1.00
18.00, 0.29, 5.56, 0.69, 0.51, 1.14,15.00, 0.88,-2.41, 0.55, 1.96, 0.78, 2.00
 3.00, 0.44,-0.87,-8.45,-1.60, 3.15,13.00, 0.95, 0.28, 1.68,-6.35,-1.14, 0.00
 5.00,-0.53, 0.68, 0.94, 1.14,-0.22, 2.00, 1.60, 0.91,-6.90,-1.96,-0.17, 1.00
17.00, 1.24, 4.12, 6.90, 6.35, 1.24,10.00,-0.29, 2.41, 1.55, 1.33,-0.55, 2.00
14.00, 5.00, 0.93, 1.05, 1.12,-3.15, 7.00, 0.97,-2.64,-0.69, 0.69, 2.34, 0.00
 1.00,-5.00,-0.68, 8.45,-0.53,-1.24, 6.00, 0.53,-0.93,-2.14, 1.60,-0.24,-1.00
 3.00,-0.23, 1.13,-5.56, 0.41, 1.38,17.00, 1.24, 1.24, 4.12, 6.90, 6.35,-1.00
 7.00,-1.24,-0.29, 2.41, 1.55, 1.33,16.00,-1.34, 0.16, 2.64,-1.68, 0.89, 3.00
18.00, 0.46, 0.29, 5.56, 0.69, 0.51,12.00, 1.94,-0.97,-0.28, 0.92, 0.86,-1.00
 2.00,-1.46, 1.60, 0.91,-6.90,-1.96, 1.00,-0.38,-5.00,-0.68, 8.45,-0.53, 0.00
10.00, 1.34,-1.24, 0.87, 1.07,-1.38, 8.00, 1.46,-0.53, 0.68, 0.94, 1.14, 1.00
 6.00, 0.78, 0.97,-2.64,-0.69, 0.69,14.00, 0.23,-0.95,-0.91, 2.14, 0.53, 1.00
11.00, 0.38, 0.95, 0.28, 1.68,-6.35,15.00, 1.19, 5.00, 0.93, 1.05, 1.12,-1.00
13.00,-0.46, 0.88,-2.41, 0.55, 1.96, 4.00, 1.73, 0.44,-0.87,-8.45,-1.60, 1.00
 5.00,-1.94,-0.16,-4.12, 1.48,-0.51, 9.00, 0.38, 0.53,-0.93,-2.14, 1.60,-3.00
14.00, 0.47, 1.94,-0.97,-0.28, 0.92, 9.00, 4.63,-1.24,-0.29, 2.41, 1.55, 0.00
11.00, 2.02, 0.38, 0.53,-0.93,-2.14, 3.00, 1.21,-1.46, 1.60, 0.91,-6.90, 0.00
10.00,-5.94, 0.23,-0.95,-0.91, 2.14, 5.00,-2.02,-1.94,-0.16,-4.12, 1.48, 1.00
12.00,-4.63,-1.34, 0.16, 2.64,-1.68, 2.00,-0.43,-0.23, 1.13,-5.56, 0.41, 1.00
 4.00,-4.09, 1.73, 0.44,-0.87,-8.45, 8.00, 5.94, 0.78, 0.97,-2.64,-0.69,-3.00
 6.00,-0.25, 1.46,-0.53, 0.68, 0.94, 7.00,-2.16, 0.38, 0.95, 0.28, 1.68, 1.00
18.00, 0.43, 1.24, 1.24, 4.12, 6.90,15.00, 4.09,-0.46, 0.88,-2.41, 0.55, 0.00
16.00, 2.16, 1.19, 5.00, 0.93, 1.05,17.00,-0.47, 0.46, 0.29, 5.56, 0.69,-1.00
 1.00, 0.78,-0.38,-5.00,-0.68, 8.45,13.00, 0.25, 1.34,-1.24, 0.87, 1.07, 2.00
 8.00, 0.79, 4.63,-1.24,-0.29, 2.41,12.00, 0.63,-5.94, 0.23,-0.95,-0.91, 2.00
 1.00,-0.33,-0.43,-0.23, 1.13,-5.56,13.00, 1.19, 0.47, 1.94,-0.97,-0.28, 1.00
 4.00,-0.63,-2.02,-1.94,-0.16,-4.12, 2.00,-1.28,-4.09, 1.73, 0.44,-0.87, 3.00
 3.00, 0.70, 1.21,-1.46, 1.60, 0.91,14.00,-0.28, 2.16, 1.19, 5.00, 0.93,-1.00
 9.00,-0.28, 0.25, 1.34,-1.24, 0.87,10.00, 1.24, 2.02, 0.38, 0.53,-0.93,-2.00
11.00, 1.28, 5.94, 0.78, 0.97,-2.64, 7.00, 2.78,-0.25, 1.46,-0.53, 0.68,-1.00
 6.00,-2.78,-2.16, 0.38, 0.95, 0.28, 5.00, 0.28, 0.78,-0.38,-5.00,-0.68, 2.00
15.00, 0.72, 4.09,-0.46, 0.88,-2.41,16.00, 0.33,-4.63,-1.34, 0.16, 2.64, 4.00
18.00, 0.28,-0.47, 0.46, 0.29, 5.56,17.00, 1.26, 0.43, 1.24, 1.24, 4.12,-2.00
 2.00,-0.67, 0.70, 1.21,-1.46, 1.60, 6.00,-0.72,-0.28, 0.25, 1.34,-1.24, 3.00
14.00, 0.72, 1.24, 2.02, 0.38, 0.53, 7.00, 2.97,-2.78,-2.16, 0.38, 0.95, 2.00
 9.00,-4.16, 0.63,-5.94, 0.23,-0.95,17.00,-3.28, 0.28,-0.47, 0.46, 0.29, 1.00
11.00,-0.90, 1.19, 0.47, 1.94,-0.97,16.00, 5.05, 0.72, 4.09,-0.46, 0.88, 1.00
 1.00,-1.96,-1.28,-4.09, 1.73, 0.44,12.00, 4.16, 0.79, 4.63,-1.24,-0.29, 0.00
10.00, 1.30, 2.78,-0.25, 1.46,-0.53, 4.00, 0.90,-0.33,-0.43,-0.23, 1.13, 2.00
13.00,-5.05, 0.33,-4.63,-1.34, 0.16,18.00, 3.28, 1.26, 0.43, 1.24, 1.24,-4.00
15.00, 0.67,-0.28, 2.16, 1.19, 5.00, 5.00, 1.96,-0.63,-2.02,-1.94,-0.16, 2.00
 3.00,-2.97, 0.28, 0.78,-0.38,-5.00, 8.00,-1.30, 1.28, 5.94, 0.78, 0.97, 6.00
18.00, 5.94, 3.28, 1.26, 0.43, 1.24,12.00, 0.79,-0.90, 1.19, 0.47, 1.94, 2.00
 2.00,-4.94, 0.90,-0.33,-0.43,-0.23, 1.00, 0.67,-1.96,-1.28,-4.09, 1.73,-4.00
 4.00,-4.50, 1.96,-0.63,-2.02,-1.94, 5.00, 2.89,-2.97, 0.28, 0.78,-0.38, 0.00
17.00,-1.35,-3.28, 0.28,-0.47, 0.46, 9.00,-5.94,-5.05, 0.33,-4.63,-1.34,-1.00
 6.00,-3.90,-0.72,-0.28, 0.25, 1.34,16.00, 4.50, 0.67,-0.28, 2.16, 1.19,-1.00
 8.00,-2.89,-1.30, 1.28, 5.94, 0.78,15.00, 0.47, 0.72, 1.24, 2.02, 0.38, 0.00
 7.00,-0.47, 2.97,-2.78,-2.16, 0.38, 3.00, 3.90,-0.67, 0.70, 1.21,-1.46, 0.00
10.00, 1.25, 4.16, 0.79, 4.63,-1.24,13.00, 4.94, 1.30, 2.78,-0.25, 1.46, 3.00
14.00,-0.79, 5.05, 0.72, 4.09,-0.46,11.00, 1.35,-4.16, 0.63,-5.94, 0.23,-1.00
14.00, 0.51, 0.47, 0.72, 1.24, 2.02,11.00,-0.59,-0.79, 5.05, 0.72, 4.09,-4.00
15.00, 0.59, 1.35,-4.16, 0.63,-5.94,18.00, 2.59, 5.94, 3.28, 1.26, 0.43,-1.00
12.00, 1.89,-5.94,-5.05, 0.33,-4.63,10.00,-2.59, 0.79,-0.90, 1.19, 0.47, 1.00
17.00, 5.40, 4.50, 0.67,-0.28, 2.16,13.00, 1.80, 1.25, 4.16, 0.79, 4.63, 0.00
 2.00, 1.01, 0.67,-1.96,-1.28,-4.09,16.00,-1.89,-1.35,-3.28, 0.28,-0.47,-1.00
 9.00,-1.80, 4.94, 1.30, 2.78,-0.25, 4.00, 1.04,-4.50, 1.96,-0.63,-2.02,-2.00
 3.00, 0.96, 3.90,-0.67, 0.70, 1.21, 8.00, 1.55,-2.89,-1.30, 1.28, 5.94, 4.00
 6.00,-5.40,-3.90,-0.72,-0.28, 0.25, 7.00, 1.03,-0.47, 2.97,-2.78,-2.16, 0.00
 5.00, 0.97, 2.89,-2.97, 0.28, 0.78, 1.00,-1.01,-4.94, 0.90,-0.33,-0.43,-1.00
17.00, 2.79,-1.89,-1.35,-3.28, 0.28, 9.00,-0.56,-1.80, 4.94, 1.30, 2.78, 3.00
11.00, 0.65, 1.80, 1.25, 4.16, 0.79,12.00,-5.15, 0.51, 0.47, 0.72, 1.24, 3.00
18.00, 4.37, 2.59, 5.94, 3.28, 1.26, 1.00,-2.79, 1.01, 0.67,-1.96,-1.28, 3.00
10.00,-1.47,-2.59, 0.79,-0.90, 1.19, 3.00,-0.94, 0.97, 2.89,-2.97, 0.28, 2.00
15.00, 1.47, 1.89,-5.94,-5.05, 0.33,13.00,-4.37, 0.59, 1.35,-4.16, 0.63, 3.00
14.00, 5.15,-0.59,-0.79, 5.05, 0.72,16.00, 1.32, 5.40, 4.50, 0.67,-0.28, 0.00
 6.00, 0.56, 1.04,-4.50, 1.96,-0.63, 4.00, 4.20, 0.96, 3.90,-0.67, 0.70, 5.00
 2.00, 0.94,-1.01,-4.94, 0.90,-0.33, 8.00, 0.59, 1.03,-0.47, 2.97,-2.78, 0.00
 7.00,-4.20, 1.55,-2.89,-1.30, 1.28, 5.00, 1.41,-5.40,-3.90,-0.72,-0.28, 3.00
 5.00,-1.68, 1.41,-5.40,-3.90,-0.72, 7.00, 4.90, 0.56, 1.04,-4.50, 1.96, 1.00
10.00,-7.32,-5.15, 0.51, 0.47, 0.72,17.00, 1.23, 2.79,-1.89,-1.35,-3.28, 1.00
11.00,-1.96,-4.37, 0.59, 1.35,-4.16,12.00, 1.16,-1.47,-2.59, 0.79,-0.90, 1.00
 1.00,-4.98,-2.79, 1.01, 0.67,-1.96,15.00, 1.96, 1.47, 1.89,-5.94,-5.05,-1.00
 4.00,-4.90, 4.20, 0.96, 3.90,-0.67,14.00, 7.32, 0.65, 1.80, 1.25, 4.16, 2.00
 2.00,-1.16,-0.94, 0.97, 2.89,-2.97,13.00, 1.40, 5.15,-0.59,-0.79, 5.05, 0.00
 6.00, 0.82, 0.59, 1.03,-0.47, 2.97, 8.00, 1.68,-4.20, 1.55,-2.89,-1.30, 0.00
16.00, 0.61, 1.32, 5.40, 4.50, 0.67, 3.00, 1.19, 0.94,-1.01,-4.94, 0.90, 1.00
 9.00,-1.23,-0.56,-1.80, 4.94, 1.30,18.00, 4.98, 4.37, 2.59, 5.94, 3.28,-2.00
15.00, 0.77, 1.96, 1.47, 1.89,-5.94, 3.00, 1.33,-1.16,-0.94, 0.97, 2.89, 1.00
12.00,-0.59, 7.32, 0.65, 1.80, 1.25, 5.00, 1.27,-1.68, 1.41,-5.40,-3.90, 3.00
18.00, 4.09, 4.98, 4.37, 2.59, 5.94, 9.00, 1.27, 1.68,-4.20, 1.55,-2.89, 2.00
 2.00,-0.43, 1.19, 0.94,-1.01,-4.94,11.00, 1.07,-7.32,-5.15, 0.51, 0.47, 1.00
10.00,-0.91, 1.16,-1.47,-2.59, 0.79,16.00, 0.43, 0.61, 1.32, 5.40, 4.50,-2.00
13.00, 0.71, 1.40, 5.15,-0.59,-0.79, 8.00,-4.09,-1.23,-0.56,-1.80, 4.94, 0.00
 7.00,-1.27, 4.90, 0.56, 1.04,-4.50, 6.00, 0.71, 0.82, 0.59, 1.03,-0.47, 0.00
14.00, 0.91,-1.96,-4.37, 0.59, 1.35, 1.00,-0.77,-4.98,-2.79, 1.01, 0.67, 3.00
17.00,-1.07, 1.23, 2.79,-1.89,-1.35, 4.00, 0.59,-4.90, 4.20, 0.96, 3.90,-1.00
 1.00,-3.26,-0.77,-4.98,-2.79, 1.01,10.00,-3.29,-0.91, 1.16,-1.47,-2.59,-1.00
11.00,-0.87, 1.07,-7.32,-5.15, 0.51,18.00, 0.91, 4.09, 4.98, 4.37, 2.59, 1.00
 8.00, 0.68,-4.09,-1.23,-0.56,-1.80,16.00, 0.22, 0.77, 1.96, 1.47, 1.89, 2.00
 9.00, 2.83, 0.59,-4.90, 4.20, 0.96, 3.00, 0.87,-0.43, 1.19, 0.94,-1.01, 3.00
 4.00,-7.21, 1.27,-1.68, 1.41,-5.40,15.00,-2.83,-1.07, 1.23, 2.79,-1.89,-2.00
 7.00,-0.91, 1.27, 1.68,-4.20, 1.55, 6.00, 1.49,-1.27, 4.90, 0.56, 1.04,-1.00
 5.00, 0.51, 0.71, 0.82, 0.59, 1.03,12.00, 1.28, 0.71, 1.40, 5.15,-0.59, 0.00
17.00, 3.29, 0.43, 0.61, 1.32, 5.40,14.00, 3.26, 0.91,-1.96,-4.37, 0.59, 0.00
 2.00,-0.22, 1.33,-1.16,-0.94, 0.97,13.00, 7.21,-0.59, 7.32, 0.65, 1.80,-2.00
16.00, 1.21, 3.29, 0.43, 0.61, 1.32,18.00,-0.27, 0.91, 4.09, 4.98, 4.37,-2.00
 8.00, 6.75, 0.68,-4.09,-1.23,-0.56, 1.00,-0.23,-3.26,-0.77,-4.98,-2.79,-1.00
 9.00, 3.53, 2.83, 0.59,-4.90, 4.20,10.00, 0.23,-3.29,-0.91, 1.16,-1.47,-1.00
 4.00,-0.89,-7.21, 1.27,-1.68, 1.41,13.00, 0.77, 3.26, 0.91,-1.96,-4.37, 0.00
 2.00,-0.22,-0.22, 1.33,-1.16,-0.94,17.00, 0.89,-2.83,-1.07, 1.23, 2.79, 1.00
 5.00,-0.31,-0.91, 1.27, 1.68,-4.20,11.00, 1.00, 1.28, 0.71, 1.40, 5.15, 1.00
 6.00, 0.99, 0.51, 0.71, 0.82, 0.59,14.00, 0.22, 7.21,-0.59, 7.32, 0.65, 0.00
12.00, 0.27,-0.87, 1.07,-7.32,-5.15,15.00,-6.75, 0.22, 0.77, 1.96, 1.47,-3.00
 7.00, 0.31, 1.49,-1.27, 4.90, 0.56, 3.00,-3.53, 0.87,-0.43, 1.19, 0.94, 0.00
